Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
6/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	121	127	10	4	0.65	0.065	6/14/2019	6/14/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	71	86	1	2	0.24	0.24	6/12/2019	6/12/2019
6/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	36	36	1	1	0.12	0.12	6/11/2019	6/11/2019
5/11/2019	Publicação do Instagram: Quer desfrutar de um dia...	not_delivering	ad	[remo] Publicação do Instagram: Quer desfrutar de um dia...	Publicação do Instagram: Quer desfrutar de um dia...	47	47	1	1	1.24	1.24	5/11/2019	5/11/2019
5/9/2019	Publicação do Instagram: Quer desfrutar de um dia...	not_delivering	ad	[remo] Publicação do Instagram: Quer desfrutar de um dia...	Publicação do Instagram: Quer desfrutar de um dia...	53	53	1	1	2.03	2.03	5/9/2019	5/9/2019
6/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	201	221	10	7	0.85	0.085	6/20/2019	6/20/2019
5/8/2019	Publicação do Instagram: Quer desfrutar de um dia...	not_delivering	ad	[remo] Publicação do Instagram: Quer desfrutar de um dia...	Publicação do Instagram: Quer desfrutar de um dia...	23	23	0		0.7		5/8/2019	5/8/2019
6/5/2019	Publicação do Instagram: SAPATILHA TORY BURCH...	not_delivering	ad	[remo] Publicação do Instagram: SAPATILHA TORY BURCH...	Publicação do Instagram: SAPATILHA TORY BURCH...	73	73	0		0.63		6/5/2019	6/5/2019
6/4/2019	Publicação do Instagram: SAPATILHA TORY BURCH...	not_delivering	ad	[remo] Publicação do Instagram: SAPATILHA TORY BURCH...	Publicação do Instagram: SAPATILHA TORY BURCH...	208	208	3	1	1.36	0.45333333	6/4/2019	6/4/2019
2/20/2019	Publicação do Instagram: Stripes Vinil Nude em...	not_delivering	ad	[remo] Publicação do Instagram: Stripes Vinil Nude em...	Publicação do Instagram: Stripes Vinil Nude em...	401	402	8	4	0.89	0.11125	2/20/2019	2/20/2019
2/19/2019	Publicação do Instagram: Stripes Vinil Nude em...	not_delivering	ad	[remo] Publicação do Instagram: Stripes Vinil Nude em...	Publicação do Instagram: Stripes Vinil Nude em...	727	730	8	2	1.91	0.23875	2/19/2019	2/19/2019
2/18/2019	Publicação do Instagram: Stripes Vinil Nude em...	not_delivering	ad	[remo] Publicação do Instagram: Stripes Vinil Nude em...	Publicação do Instagram: Stripes Vinil Nude em...	908	913	6	2	1.96	0.32666667	2/18/2019	2/18/2019
2/17/2019	Publicação do Instagram: Stripes Vinil Nude em...	not_delivering	ad	[remo] Publicação do Instagram: Stripes Vinil Nude em...	Publicação do Instagram: Stripes Vinil Nude em...	1172	1176	7		2.07	0.29571429	2/17/2019	2/17/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	3	3	0		0		6/17/2019	6/17/2019
6/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	622	655	40	17	2.74	0.0685	6/19/2019	6/19/2019
6/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	89	111	6	2	0.33	0.055	6/21/2019	6/21/2019
5/14/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	47	47	3	1	0.42	0.14	5/14/2019	5/14/2019
7/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	98	111	8		0.33	0.04125	7/3/2019	7/3/2019
5/15/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	36	36	0		0.23		5/15/2019	5/15/2019
5/9/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	19	19	0		0.17		5/9/2019	5/9/2019
6/13/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	53	53	3	1	0.16	0.05333333	6/13/2019	6/13/2019
5/10/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	13	13	0		0.06		5/10/2019	5/10/2019
5/12/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	40	40	1		0.33	0.33	5/12/2019	5/12/2019
5/28/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	80	80	6	3	0.4	0.06666667	5/28/2019	5/28/2019
7/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	109	114	7	2	0.46	0.06571429	7/9/2019	7/9/2019
7/8/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	46	47	4	1	0.24	0.06	7/8/2019	7/8/2019
7/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	297	322	12	2	0.79	0.06583333	7/2/2019	7/2/2019
6/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	154	193	5	4	0.57	0.114	6/22/2019	6/22/2019
7/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	656	699	29	4	1.74	0.06	7/1/2019	7/1/2019
6/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	305	329	16	2	1.12	0.07	6/30/2019	6/30/2019
6/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	181	191	5	3	0.86	0.172	6/29/2019	6/29/2019
6/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	195	205	7	3	1.08	0.15428571	6/28/2019	6/28/2019
6/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	249	275	9	2	1.28	0.14222222	6/27/2019	6/27/2019
6/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	248	281	17	4	1.09	0.06411765	6/26/2019	6/26/2019
6/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	323	416	7	2	1.22	0.17428571	6/25/2019	6/25/2019
6/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	286	332	23	9	0.87	0.03782609	6/24/2019	6/24/2019
6/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	100	125	3	2	0.36	0.12	6/23/2019	6/23/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	97	103	11	6	0.42	0.03818182	6/13/2019	6/13/2019
7/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	92	101	6	3	0.46	0.07666667	7/9/2019	7/9/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	38	38	0		0.22		6/12/2019	6/12/2019
6/29/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	286	378	5	1	1.21	0.242	6/29/2019	6/29/2019
7/9/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	44	47	3	3	0.23	0.07666667	7/9/2019	7/9/2019
7/10/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	57	65	2	1	0.28	0.14	7/10/2019	7/10/2019
7/15/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	66	76	0		0.21		7/15/2019	7/15/2019
6/21/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	59	64	3	2	0.35	0.11666667	6/21/2019	6/21/2019
7/13/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	65	71	1	1	0.34	0.34	7/13/2019	7/13/2019
7/14/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	64	68	4	3	0.31	0.0775	7/14/2019	7/14/2019
7/11/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	56	65	2	2	0.3	0.15	7/11/2019	7/11/2019
6/25/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	176	200	10	4	1.06	0.106	6/25/2019	6/25/2019
6/16/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	62	65	4	4	0.46	0.115	6/16/2019	6/16/2019
7/25/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	79	83	3	3	0.37	0.12333333	7/25/2019	7/25/2019
6/19/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	106	115	5	4	0.41	0.082	6/19/2019	6/19/2019
7/8/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	9	9	0		0.05		7/8/2019	7/8/2019
6/26/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	135	141	1		0.82	0.82	6/26/2019	6/26/2019
6/20/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	22	31	0		0.13		6/20/2019	6/20/2019
7/1/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	241	254	9	5	0.81	0.09	7/1/2019	7/1/2019
6/28/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	176	193	6	5	1.03	0.17166667	6/28/2019	6/28/2019
7/2/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	567	609	19	13	1.94	0.10210526	7/2/2019	7/2/2019
6/24/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	159	170	5	5	0.75	0.15	6/24/2019	6/24/2019
7/18/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	57	57	3	2	0.16	0.05333333	7/18/2019	7/18/2019
8/1/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	34	38	0		0.13		8/1/2019	8/1/2019
6/22/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	140	163	6	4	0.81	0.135	6/22/2019	6/22/2019
7/3/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	188	206	2	2	0.88	0.44	7/3/2019	7/3/2019
8/5/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	36	40	0		0.13		8/5/2019	8/5/2019
7/17/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	79	90	1		0.3	0.3	7/17/2019	7/17/2019
8/6/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	30	32	2	2	0.13	0.065	8/6/2019	8/6/2019
8/2/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	19	19	2	1	0.12	0.06	8/2/2019	8/2/2019
7/30/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	48	63	2		0.2	0.1	7/30/2019	7/30/2019
7/27/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	37	38	1	1	0.12	0.12	7/27/2019	7/27/2019
7/21/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	109	111	2	1	0.44	0.22	7/21/2019	7/21/2019
7/20/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	82	91	2	1	0.31	0.155	7/20/2019	7/20/2019
8/4/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	60	92	4	3	0.17	0.0425	8/4/2019	8/4/2019
7/31/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	66	103	2	2	0.26	0.13	7/31/2019	7/31/2019
8/8/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	13	13	2	1	0.07	0.035	8/8/2019	8/8/2019
7/26/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	52	61	0		0.19		7/26/2019	7/26/2019
7/16/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	82	96	1	1	0.16	0.16	7/16/2019	7/16/2019
7/24/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	60	61	2	2	0.25	0.125	7/24/2019	7/24/2019
7/12/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	61	70	1	1	0.21	0.21	7/12/2019	7/12/2019
7/22/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	44	48	3	2	0.14	0.04666667	7/22/2019	7/22/2019
7/28/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	45	54	1		0.19	0.19	7/28/2019	7/28/2019
7/19/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	89	95	4	4	0.26	0.065	7/19/2019	7/19/2019
6/30/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	220	267	9	6	0.73	0.08111111	6/30/2019	6/30/2019
6/15/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	52	52	1	1	0.39	0.39	6/15/2019	6/15/2019
8/16/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	13	13	0		0.08		8/16/2019	8/16/2019
6/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	454	459	4	1	3.72	0.93	6/30/2019	6/30/2019
6/14/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	46	46	1		0.33	0.33	6/14/2019	6/14/2019
5/27/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	27	28	1	1	0.19	0.19	5/27/2019	5/27/2019
5/24/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	34	34	1	1	0.36	0.36	5/24/2019	5/24/2019
5/26/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	36	36	0		0.39		5/26/2019	5/26/2019
5/23/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	14	14	1	1	0.19	0.19	5/23/2019	5/23/2019
7/23/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	57	73	0		0.26		7/23/2019	7/23/2019
6/3/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	80	81	5	2	0.57	0.114	6/3/2019	6/3/2019
8/12/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	13	13	0		0.04		8/12/2019	8/12/2019
6/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	442	451	6	4	3.63	0.605	6/20/2019	6/20/2019
5/21/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	30	30	3	1	0.16	0.05333333	5/21/2019	5/21/2019
7/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	569	584	6	3	3.52	0.58666667	7/1/2019	7/1/2019
6/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	404	412	9	5	3.73	0.41444444	6/22/2019	6/22/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	41	42	2	1	0.29	0.145	6/13/2019	6/13/2019
6/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	422	431	10	4	3.67	0.367	6/26/2019	6/26/2019
6/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	385	388	3	2	3.73	1.24333333	6/29/2019	6/29/2019
6/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	446	454	4	2	3.63	0.9075	6/21/2019	6/21/2019
7/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	113	113	0		0.78		7/3/2019	7/3/2019
6/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1	not_delivering	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	456	465	9	3	3.71	0.41222222	6/18/2019	6/18/2019
5/25/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	47	47	2	1	0.29	0.145	5/25/2019	5/25/2019
5/22/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	37	37	0		0.27		5/22/2019	5/22/2019
6/27/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	130	159	4	2	0.77	0.1925	6/27/2019	6/27/2019
6/11/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	7	7	0		0.04		6/11/2019	6/11/2019
6/5/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	74	77	5	4	0.46	0.092	6/5/2019	6/5/2019
6/7/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	20	20	0		0.17		6/7/2019	6/7/2019
